word	value
dishonesty	1	75.0
lebowski	1	70.0
friedle	-3	100.0
surehanded	3	100.0
conscienceless	3	100.0
hacksaws	3	100.0
diversions	-3	100.0
excites	0	66.6666666667
shouting	-1	67.0731707317
afghansoviet	3	100.0
stressedout	-3	100.0
bridal	-3	100.0
fondling	3	100.0
excited	-1	63.184079602
mansalva	-3	100.0
bollywoods	0	60.0
chambermaid	-3	100.0
ensign	0	66.6666666667
benawl	-3	100.0
60s	-3	100.0
vasluianu	3	100.0
matters	0	55.6074766355
oppressoroppressed	-3	100.0
rené	-1	75.0
wisenheimer	3	100.0
ambrose	6	100.0
isthe	-3	100.0
firstdraft	-3	100.0
sverre	-3	100.0
bulked	-3	100.0
massachussets	3	100.0
bocchcos	3	100.0
mindcontrol	0	50.0
sweeking	3	100.0
valone	-3	100.0
cigarettegirl	3	100.0
scrip	-3	100.0
cancerrelated	-3	100.0
storaro	6	100.0
cainecharlie	3	100.0
peddlers	-3	100.0
culminated	-3	100.0
amyrillis	-3	100.0
examples	0	59.1715976331
ontop	-3	100.0
gromita	3	100.0
scrim	3	100.0
figlio	3	100.0
megabest	3	100.0
unpredictiable	3	100.0
pet	-1	60.1941747573
peu	3	100.0
pew	0	50.0
pep	-1	70.0
integration	1	75.0
per	0	53.3898305085
theatrepbs	-3	100.0
pen	0	55.8823529412
pei	3	100.0
ferestens	3	100.0
ped	-2	80.0
pee	-1	67.8571428571
peg	-1	72.0
commentator	0	65.3846153846
pea	-1	62.5
prowsey	3	100.0
anarchic	0	54.5454545455
assaultsand	-3	100.0
lumiere	2	83.3333333333
chanting	0	58.3333333333
engorged	3	100.0
buttsphysical	3	100.0
dystopia	0	50.0
braille	3	100.0
exorcistthe	-3	100.0
mattson	3	100.0
britannica	0	50.0
bestseller	1	70.0
mihalis	3	100.0
beans	-1	75.0
klauberg	-3	100.0
route…but	3	100.0
waterboarded	-3	100.0
555	-3	100.0
guestprisoner	3	100.0
cronin	0	66.6666666667
unrighteous	0	50.0
gothicsuspense	-3	100.0
neutrality	0	66.6666666667
overbright	3	100.0
1liners	-3	100.0
martinet	0	50.0
wolfowitz	-3	100.0
careens	0	57.1428571429
mka	-3	100.0
whatso	-3	100.0
doll	0	59.5419847328
dalai	3	100.0
darknessa	3	100.0
mccartney	2	83.3333333333
montalban	-6	100.0
homemade	-1	73.0769230769
shogu	3	100.0
forward	-1	60.0694444444
doctored	-3	100.0
counselorshore	-3	100.0
adjusting	0	64.2857142857
juxtaposed	0	53.8461538462
juxtaposes	6	100.0
achillies	3	100.0
now	-3	100.0
groovy	0	66.6666666667
travelling	0	58.6206896552
tastesrock	3	100.0
girlboy	3	100.0
verma	0	53.8461538462
halfhearted	-2	84.6153846154
cocainesniffing	0	50.0
mk2	-3	100.0
dastardlys	3	100.0
dramaseries	3	100.0
offschool	3	100.0
groove	-1	65.0
wednesdayevening	3	100.0
edgewood	3	100.0
thiessan	3	100.0
mckinnon	0	50.0
corpsestobe	-3	100.0
draculas	-1	64.2857142857
spoonfuls	-3	100.0
cementhead	6	100.0
omens	3	100.0
underbellies	-3	100.0
dispensation	3	100.0
prevail	2	83.3333333333
fogged	-3	100.0
enshrined	-1	66.6666666667
centerpoint	3	100.0
playthe	-3	100.0
zhao	6	100.0
plugged	0	50.0
thoughtof	3	100.0
functionality	-3	100.0
scurrying	3	100.0
sterioptical	3	100.0
friedmans	0	66.6666666667
portmans	0	64.2857142857
explaining	-1	66.6666666667
fishel	-3	100.0
roeg	-1	60.0
upandcomers	-3	100.0
crowngate	-3	100.0
fished	1	75.0
wellmanaged	3	100.0
sountrack	-3	100.0
ghosthunters	-3	100.0
fervently	6	100.0
fishes	-1	60.0
fisher	-1	64.5161290323
pornographersintroduction	3	100.0
lowfunctioning	-3	100.0
leprechauns	-3	100.0
narratedhelpedassisted	-3	100.0
macche	3	100.0
amused	0	52.2388059701
lemmys	3	100.0
boathouses	3	100.0
amuses	2	80.0
offensiveness	0	66.6666666667
silverwheels	3	100.0
markovs	-3	100.0
discards	-1	66.6666666667
dogged	0	62.5
carious	3	100.0
formerleftistpunditturnedreactionarypundit	-3	100.0
3hr	3	100.0
detects	0	50.0
galloot	-3	100.0
granular	3	100.0
nightclubon	-3	100.0
karlsons	0	66.6666666667
megarich	3	100.0
internment	2	80.0
grabys	3	100.0
teenhorror	3	100.0
perversely	2	85.7142857143
remendados	3	100.0
shannonis	3	100.0
crackerrally	-3	100.0
resonant	1	77.7777777778
subservient	0	50.0
surgeon	-1	63.829787234
navajo	2	80.0
generousity	-3	100.0
prefect	3	100.0
interpretations	1	72.972972973
narcoleptic	-3	100.0
sunrises	-3	100.0
chappy	0	50.0
mobilize	-3	100.0
peaceloving	2	80.0
dunawaycrusading	-3	100.0
basils	0	50.0
sacrificial	-1	63.6363636364
murad	-3	100.0
educators	1	75.0
aramangac	3	100.0
crow	-1	64.2857142857
tinny	-1	66.6666666667
intermittentlytaken	-3	100.0
demonstrations	-1	75.0
transgresses	3	100.0
foxworth	-3	100.0
obssessions	3	100.0
knuckling	3	100.0
bloodshot	-3	100.0
footages	0	60.0
croc	0	62.0689655172
staffers	0	50.0
montaldo	3	100.0
outstays	-3	100.0
campuses	3	100.0
cleaningup	-3	100.0
mindlessbutamusing	-3	100.0
vallely	3	100.0
walkabout	0	50.0
winry	-3	100.0
shemale	-3	100.0
overlyovert	-3	100.0
stabilizer	6	100.0
peggi	3	100.0
smittened	3	100.0
furst	6	100.0
raccoons	-3	100.0
sleuths	3	100.0
backstory	0	52.7272727273
stillslinky	3	100.0
nonexistent	-2	86.0606060606
amudha	6	100.0
peggy	2	88.0952380952
bachelor	0	52.0
intercept	-6	100.0
hobart	0	66.6666666667
mindset	0	66.6666666667
squall	-6	100.0
cockadoodie	-3	100.0
resurrect	-1	66.6666666667
jiminey	3	100.0
eviscerations	-3	100.0
compellingly	1	71.4285714286
teenybopper	-1	71.4285714286
malayan	-3	100.0
terje	3	100.0
tlw&tw	3	100.0
clichébr	3	100.0
manna	1	76.1904761905
malcovic	3	100.0
beanstalk	0	66.6666666667
dudgeon	3	100.0
manns	2	85.0
resolutions	0	66.6666666667
micallef	3	100.0
appellation	-3	100.0
nerman	-3	100.0
lossboth	3	100.0
tracys	0	50.0
fittingly	2	87.5
rukhsar	-3	100.0
gohst	3	100.0
tears	3	100.0
creepshowesquire	3	100.0
miyogis	-3	100.0
x33	-3	100.0
supermind	-3	100.0
heaven´s	3	100.0
armadillo	-3	100.0
ashamed	-1	79.6052631579
tattered	1	70.0
chereau	3	100.0
horsesense	3	100.0
parapsychology	3	100.0
unspooling	3	100.0
imbuing	3	100.0
cinncinatti	3	100.0
vaudeville	0	55.1724137931
tease	0	56.25
antonov	3	100.0
raquin	6	100.0
antonionis	6	100.0
mesopotamia	3	100.0
badmovie	-2	83.3333333333
poseur	-3	100.0
tannoy	3	100.0
hangal	3	100.0
whitehaired	-3	100.0
whumps	-3	100.0
lorente	-3	100.0
mindbender	3	100.0
effectively	0	69.5187165775
prosenjit	3	100.0
24mar2001	3	100.0
semiclassic	0	50.0
blóðbönd	3	100.0
spruce	-3	100.0
nexttono	-3	100.0
contempt	0	56.4102564103
hangar	-1	60.0
fett	-3	100.0
afi	2	81.8181818182
emotionalism	3	100.0
yobbishness	-3	100.0
hbombs	-3	100.0
afb	3	100.0
regions	0	68.4210526316
fembots	-3	100.0
fete	-3	100.0
obsesion	3	100.0
uncountable	-3	100.0
aft	1	75.0
counterfeit	2	80.0
coolhand	3	100.0
luciano	0	66.6666666667
methamphetamines	-3	100.0
wellbeck	3	100.0
dolling	3	100.0
gasman	3	100.0
tresses	-3	100.0
shortstring	-3	100.0
christianthemed	-3	100.0
asideha	-3	100.0
moviegood	3	100.0
degradation	0	50.0
planetbr	-3	100.0
701gô	3	100.0
clantons	3	100.0
famehas	-3	100.0
nonsensically	0	57.1428571429
twistand	3	100.0
laurie	-2	80.0
minivan	-3	100.0
fallback	-3	100.0
vertigos	3	100.0
invulnerability	-1	66.6666666667
hwaa	0	50.0
ivans	0	50.0
nearness	3	100.0
hugger	-3	100.0
unclehusband	-3	100.0
ziva	3	100.0
outclass	-3	100.0
cantelon	3	100.0
meter	0	56.25
hugged	-3	100.0
haraldur	-3	100.0
thisjust	3	100.0
animationwise	3	100.0
inferiorly	3	100.0
cinematician	3	100.0
ivano	3	100.0
monkeytrappers	-3	100.0
reids	-3	100.0
twodigit	-3	100.0
laughprovoking	3	100.0
acres	0	68.4210526316
resorting	0	64.0
feivel	0	50.0
marsh	0	54.1666666667
inarguably	3	100.0
latitude	-2	80.0
sig	0	50.0
achronological	3	100.0
196869	3	100.0
braunberger	-3	100.0
montenegro	-3	100.0
guysbr	-3	100.0
sid	-1	71.7948717949
unnerved	3	100.0
domesticity	3	100.0
wakefields	3	100.0
lerners	-3	100.0
copdad	-3	100.0
apolitical	0	66.6666666667
favbr	3	100.0
michaelson	3	100.0
encapsulated	0	66.6666666667
tray	0	66.6666666667
stalwarts	2	85.7142857143
arlens	3	100.0
crudely	0	57.1428571429
arlene	0	50.0
slipping	1	71.4285714286
desayd	-3	100.0
soamerican	3	100.0
misting	-3	100.0
yeahour	3	100.0
57th	3	100.0
reintroducing	0	66.6666666667
gianfranco	0	50.0
blustery	2	80.0
jarrods	-3	100.0
thwart	0	57.1428571429
pitty	-3	100.0
proliferating	0	50.0
einstein	0	57.1428571429
programmed	0	57.1428571429
pitts	-1	60.0
straubs	-3	100.0
programmer	0	50.0
programmes	1	70.3703703704
tanzanians	-3	100.0
rex	1	77.7777777778
rey	-1	60.0
scamps	3	90.9090909091
disgusts	-1	66.6666666667
res	-3	100.0
rep	-2	87.5
rev	0	57.1428571429
ret	3	100.0
rei	0	66.6666666667
ren	0	53.8461538462
reo	3	100.0
metonyms	3	100.0
asthmatic	-1	60.0
reb	-2	87.5
rec	-1	66.6666666667
electronics	0	62.5
rea	0	60.0
ref	-2	80.0
reg	1	76.9230769231
red	0	50.5691056911
franc	3	100.0
dissapeared	3	100.0
ems	3	100.0
desolution	-3	100.0
stenographer	3	100.0
frank	0	65.5778894472
copiava	3	100.0
retards	-1	72.7272727273
olivers	0	50.0
retrieves	0	66.6666666667
retriever	-1	60.0
spacely	3	100.0
cured	0	60.6060606061
allmale	0	66.6666666667
tkoq	3	100.0
allwomans	-3	100.0
maceroons	-3	100.0
cures	0	50.0
yellowcoats	3	100.0
hollister	-1	60.0
geary	3	100.0
lanscaper	3	100.0
problemand	3	100.0
strippers	-2	84.6153846154
arterial	3	100.0
plastics	-1	66.6666666667
embarrasses	0	66.6666666667
chewchilla	3	100.0
smeghead	-3	100.0
fhnkhad	3	100.0
flatmate	0	50.0
embarrassed	-2	87.5912408759
unintetionally	-3	100.0
hurdle	-3	100.0
afield	-3	100.0
warships	-3	100.0
forfeits	3	100.0
aliensgave	-3	100.0
layabout	3	100.0
olins	-3	100.0
ripples	0	50.0
realistically	1	77.0491803279
talkfest	0	50.0
waltons	0	50.0
pitying	0	66.6666666667
regurgitate	-3	100.0
jingle	0	50.0
wistfully	-3	100.0
unbelevable	-3	100.0
schlockfans	-3	100.0
dabbed	-3	100.0
strongman	-3	100.0
environmental	-1	70.9677419355
sporadically	-1	70.0
spiegel	3	100.0
jrshows	3	100.0
pericles	-3	100.0
massachussetts	0	50.0
goku	-6	100.0
plumage	3	100.0
slack	-1	77.7777777778
shrapnel	-3	100.0
timeacting	-3	100.0
shampoo	-1	66.6666666667
labourers	-3	100.0
seriesmy	3	100.0
calamity	0	50.0
abductiontype	3	100.0
opiate	3	100.0
kidsno	3	100.0
bradford	0	50.0
provoke	0	55.5555555556
derangère	6	100.0
layton	-3	100.0
patting	-3	100.0
shriker	3	100.0
fantastics	-3	100.0
ridens	3	100.0
andwonder	3	100.0
secaucus	-3	100.0
tenyearold	1	75.0
millionairess	3	100.0
modernpop	-3	100.0
sexier	2	80.0
setsuka	3	100.0
sweetquirky	3	100.0
eurasian	3	92.8571428571
suspecions	-3	100.0
fogies	3	100.0
mooring	3	100.0
cosby	-2	84.6153846154
firefly	-1	66.6666666667
jaas	-3	100.0
tampopo	-3	100.0
maundering	-3	100.0
hazel	-3	100.0
trixie	-1	75.0
computeranimated	-3	100.0
codoirish	-3	100.0
hazes	-3	100.0
hazer	-3	100.0
korns	-3	100.0
separatelybr	3	100.0
looksstalks	-3	100.0
miikes	2	88.8888888889
jaan	0	50.0
miyogi	-3	100.0
vaunted	-1	66.6666666667
priestesses	-6	100.0
apparantely	-3	100.0
heartening	3	100.0
guinesss	3	100.0
nicholson	1	74.2857142857
exaggerated	-1	63.6363636364
desperated	3	100.0
detoriates	3	100.0
absurd	-1	67.2064777328
workspace	-3	100.0
relievers	3	100.0
centurylong	3	100.0
pleshette	-3	100.0
planks	0	50.0
vansaint	-3	100.0
pendling	3	100.0
egbert	-3	100.0
recollects	-3	100.0
nightand	3	100.0
drusilla	-6	100.0
margraet	3	100.0
nunzios	-3	100.0
coloring	0	53.3333333333
debacles	-1	75.0
megamega	3	100.0
hydroelectric	-1	66.6666666667
vegence	-3	100.0
bernard	0	69.3181818182
gunyo	-3	100.0
anthropic	-3	100.0
fatiguing	-3	100.0
goffenking	3	100.0
elfs	3	100.0
manofwar	3	100.0
slamdancing	3	100.0
equilibrium	1	75.0
soberfaced	-3	100.0
otome	3	100.0
committable	3	100.0
squadappropriately	-3	100.0
thrived	0	50.0
otomi	3	100.0
villons	3	100.0
commonality	3	100.0
lostatsea	-3	100.0
timing	0	61.6666666667
knowledgable	-3	100.0
thrives	1	75.0
babas	0	50.0
halfaware	3	100.0
areas	0	55.905511811
crabs	-1	60.0
nobbers	-3	100.0
geriatics	-3	100.0
subtitlereaders	-3	100.0
organ	0	55.0
ashtray	3	100.0
elkman	-3	100.0
pfft	-3	100.0
nagaram	-3	100.0
eyebrow	-1	77.7777777778
awan	-3	100.0
dideffectively	3	100.0
130	-1	62.5
pastes	0	50.0
monot	-3	100.0
sponseller	3	100.0
gorezone	-3	100.0
nearsighted	-2	83.3333333333
madam	0	50.0
untrue	-1	78.9473684211
farthest	-2	80.0
heightens	1	71.4285714286
performersproducers	3	100.0
dillon	-1	63.0952380952
national	0	63.6054421769
134	3	100.0
brixton	3	100.0
yearning	2	81.5789473684
scholastic	3	100.0
roughage	-3	100.0
eleonora	-3	100.0
taebo	-3	100.0
refrained	-1	66.6666666667
zetterqvist	-3	100.0
goodsoup	3	100.0
colombias	-3	100.0
exploited	0	54.1666666667
solidlycarpentered	3	100.0
cheaters	-1	75.0
costanzos	-3	100.0
straightly	3	100.0
purses	3	100.0
pseudopsychoanalytic	-3	100.0
garma	6	100.0
dingbat	0	66.6666666667
exploiter	3	100.0
colombian	2	89.4736842105
kallens	-3	100.0
intrudingscore	3	100.0
americanenglish	3	100.0
jeopardizing	0	50.0
synced	-3	100.0
optional	0	57.1428571429
legit	-1	63.1578947368
1000th	3	100.0
sledgehammerobvious	-3	100.0
tambourineunbeatable	6	100.0
nicolodis	3	100.0
robberies	0	53.8461538462
conquerer	-1	60.0
revengeor	-3	100.0
edinburgh	-2	81.25
deriding	-3	100.0
swim	0	52.5423728814
conquered	0	52.380952381
passing	0	56.050955414
glorious	1	75.6756756757
overinsured	-3	100.0
stumblebums	3	100.0
obsessivecompulsive	2	83.3333333333
holocausts	-1	75.0
drugtradefrom	3	100.0
oveur	-3	100.0
pairofformercolleaguecopsonlyoneofwhomisreallyacompletejerk	-3	100.0
laugh	0	59.2156862745
m16	-1	75.0
392	3	100.0
bespectacled	2	80.0
quasilawman	3	100.0
earning	0	55.5555555556
pickman	-3	100.0
reinedin	3	100.0
videos	0	59.649122807
shintaro	3	100.0
yahoodvd	3	100.0
robocopbr	3	100.0
labeoufand	3	100.0
moolah|c|	-3	100.0
kathyprobably	-3	100.0
bahranis	6	100.0
indicators	-3	100.0
valcom	3	100.0
arises	1	75.0
perplexed	0	53.8461538462
levelmusically	-3	100.0
schweifka	3	100.0
belvedere	6	100.0
dagostino	-3	100.0
concom	3	100.0
arisen	3	100.0
edgley	3	100.0
blasty	3	100.0
atmospheric	0	69.0476190476
muhammed	3	100.0
vapid	-2	83.3333333333
bortchart	3	100.0
agar	-3	93.75
antbrain	-3	100.0
banduras	3	100.0
sunlike	-3	100.0
likable	0	53.7091988131
uboat	0	50.0
original1939	3	100.0
captors	-2	81.8181818182
hipshaking	-3	100.0
haunches	-3	100.0
hoggin	-3	100.0
prose	0	57.8947368421
anicee	3	100.0
xoxo~wolly~xoxo	3	100.0
unitydiversity	-3	100.0
likably	-3	100.0
portray	0	53.0434782609
videomakers	-3	100.0
sinouhés	3	100.0
reville	-6	100.0
progressing	1	75.0
indistinguishable	-1	76.9230769231
mimsy	1	75.0
piles	0	52.1739130435
horendous	-3	100.0
wolfgang	3	90.9090909091
shuttle	-2	82.2580645161
hkfilm	3	100.0
jackjohnnie	3	100.0
bloodsuckers	0	50.0
kidnapping	0	58.5714285714
selfbetterment	3	100.0
cubic	-1	66.6666666667
bullying	1	75.0
polytheistic	3	100.0
flew	0	57.4468085106
weetbixinsipid	3	100.0
everythingmaybe	-3	100.0
macedo	3	100.0
noncanon	-3	100.0
besmirch	-3	100.0
supercharger	-3	100.0
goldbergwho	-3	100.0
werebeaver	3	100.0
roughhewn	3	100.0
moviescientifical	-3	100.0
supercharged	3	100.0
oops	-1	76.4705882353
masterpieceits	3	100.0
publicize	-3	100.0
plmer	-3	100.0
fixated	0	55.5555555556
beïng	3	100.0
humdrum	-2	80.0
lightningeffect	-3	100.0
versionjust	-3	100.0
deansupermancain	-3	100.0
surpass	0	68.75
seats	0	54.0
milkbag	3	100.0
raves	-1	69.2307692308
raver	3	100.0
swig	-3	100.0
erman	3	100.0
bragging	1	70.0
flee	0	64.0
twinges	3	100.0
cybernetic	-3	100.0
bench	0	53.3333333333
charatcers	3	100.0
backpacker	3	100.0
bleeping	-6	100.0
raved	-1	62.5
voila	-2	80.0
cultflair	3	100.0
mentals	-3	100.0
raven	-1	60.0
tests	0	60.0
eyeforaneye	3	100.0
miscalculate	0	66.6666666667
testy	3	100.0
dramamusical	3	100.0
merhis	-3	100.0
selfindulgences	-3	100.0
destabilizing	3	100.0
deployment	0	57.1428571429
testi	-6	100.0
allanas	3	100.0
insert	-1	78.9473684211
jenniferplayed	-3	100.0
incompletely	0	50.0
housekeeper	0	60.0
ondatje	3	100.0
ratatouille	-3	100.0
porous	3	100.0
negotiatorcop	3	100.0
discombobulated	0	60.0
mastication	0	50.0
schmitzer	3	100.0
moviemanmenzels	3	100.0
semislapstick	-3	100.0
mustan	-3	100.0
works	0	64.9285113541
imprints	3	100.0
pagel	3	100.0
whiney	-2	88.8888888889
webbased	3	100.0
feast	0	62.9032258065
tenderized	-3	100.0
whines	-3	94.1176470588
whiner	-1	75.0
deviants	-6	100.0
awoid	-3	100.0
legislated	3	100.0
whined	-3	100.0
tenderizer	-3	100.0
7879	3	100.0
tmp	-3	100.0
est	-1	66.6666666667
loverwho	-3	100.0
esp	0	54.8387096774
dunes	1	72.7272727273
blackstone	6	100.0
extremelylong	-3	100.0
sagres	3	100.0
ese	-3	100.0
atmosfera	3	100.0
valjean	3	100.0
taiko	3	100.0
brigitta	-3	100.0
esl	-3	100.0
brigitte	0	51.4285714286
tmo	-3	100.0
panes	0	50.0
manifesting	0	50.0
grrr	-3	100.0
snapper	3	100.0
marthamostly	-3	100.0
snapped	0	53.3333333333
vivacity	1	75.0
kadie	3	100.0
grrl	-3	100.0
pourmand	-3	100.0
panel	0	62.0689655172
vuitton	-3	100.0
prostrating	3	100.0
channelling	3	100.0
crikey	-3	100.0
distilling	3	100.0
flitty	-3	100.0
obsesses	3	100.0
smartly	3	94.7368421053
intimations	-3	100.0
preen	3	100.0
andes	1	75.0
romancing	0	61.5384615385
maribelle	3	100.0
eventualy	3	100.0
alexanders	-3	90.0
overarcing	-3	100.0
predictor	-3	100.0
baseless	1	75.0
nevel	-3	100.0
rendered	0	56.25
hateeeeeeedddd	-3	100.0
borchardts	3	100.0
abfab	3	100.0
billions	0	54.5454545455
leadingman	3	100.0
weekends	0	50.0
eine	3	100.0
ninotchka	2	85.7142857143
oxenbould	3	100.0
kanathil	3	100.0
1987	0	53.9682539683
1984	0	57.1428571429
1985	0	55.3191489362
yorkers	0	57.1428571429
1983	0	63.3802816901
1980	0	61.4583333333
1981	0	58.75
hawkingbr	3	100.0
gtho	3	100.0
1988	0	56.4516129032
1989	0	58.3333333333
metzergenstein	-6	100.0
enticed	-6	100.0
tarted	0	50.0
psychopathology	3	100.0
buy	0	51.9736842105
hitchhikersguidetothegalaxy	3	100.0
writerphysician	3	100.0
bus	-1	60.2339181287
brigite	3	100.0
davids	0	62.0689655172
but	0	51.3648635136
buu	-3	100.0
broadbrimmed	-3	100.0
purviances	3	100.0
bun	0	50.0
related	0	51.5923566879
bum	0	56.7567567568
bub	-3	100.0
bug	0	57.3529411765
bud	0	53.8461538462
minnessota	3	100.0
embargo	3	100.0
misty	0	66.6666666667
princes	0	64.2857142857
icelands	-3	100.0
presgt	-3	100.0
breweries	-3	100.0
skinwalkershave	3	100.0
alltar	-3	100.0
minutes	-1	74.2768595041
moralizing	-1	60.0
breking	3	100.0
lockup	-3	100.0
mylargebreastsmakealltheguysswoon	-3	100.0
overthis	3	100.0
overclever	3	100.0
Éloge	-3	100.0
[810]	3	100.0
conceptualist	-3	100.0
sh_t	0	50.0
83	-1	64.2857142857
heistgangster	3	100.0
80	-1	74.3801652893
upns	-3	100.0
rainesrene	3	100.0
fleurys	-3	100.0
arcs	3	100.0
firefights	0	50.0
johnsonthough	3	100.0
86	0	52.6315789474
farnes	3	100.0
virtual	0	59.375
cashes	-1	66.6666666667
handsomepretty	-3	100.0
cashen	-3	100.0
forgivable	-1	60.0
snorkeling	3	100.0
ledge	0	57.1428571429
mahesh	-3	100.0
granite	0	50.0
daneman	3	100.0
excite	-1	75.0
heavilyguarded	3	100.0
gaudily	3	100.0
weaponry	1	71.4285714286
upn9	3	100.0
editingcolor	3	100.0
panoramas	1	75.0
acquits	0	60.0
mcsorley	-3	100.0
fortyish	3	100.0
signior	3	100.0
–	-1	72.0588235294
charismatictwinklybigamistthief	-3	100.0
attacker	0	66.6666666667
shagging	0	57.1428571429
girlnot	-3	100.0
pupil	-1	61.5384615385
sultrily	3	100.0
joshing	-3	100.0
cinephile	0	66.6666666667
schlockenspiel	-3	100.0
augmented	6	100.0
directorproducerwritercameraman	-3	100.0
crampton	-6	100.0
mmmyeah	-3	100.0
lames	-3	100.0
growling	-1	76.9230769231
pinatubo	-3	100.0
implants	-1	77.7777777778
needful	-6	100.0
dern	1	78.9473684211
dere	-3	100.0
kickboy	3	100.0
lamers	3	100.0
ferraud	3	100.0
tweet	3	100.0
poorest	-2	81.8181818182
whitetrashy	-3	100.0
tween	-3	100.0
spartacus1960	3	100.0
sorrentino	6	100.0
perettis	-3	100.0
undergird	-3	100.0
tweed	-6	100.0
kinetoscope	6	100.0
delared	3	100.0
divergent	3	100.0
placated	-3	100.0
stanton	0	53.8461538462
killericon	3	100.0
marimba	3	100.0
rossroy	3	100.0
béatrices	-3	100.0
allbutignored	3	100.0
okey	3	100.0
every	0	50.2767991948
softened	0	66.6666666667
upstream	-1	75.0
remeber	3	100.0
allthogh	-3	100.0
everr	-3	100.0
aglow	3	100.0
ovation	1	70.0
amruta	-2	80.0
phonebook	-3	100.0
dofizis	3	100.0
suen	-3	100.0
edmonson	0	50.0
joggers	0	50.0
coreys	0	66.6666666667
halfrest	-3	100.0
leaders	0	59.3220338983
ingenue	0	66.6666666667
enoyable	3	100.0
weddings	-1	76.9230769231
roussins	-3	100.0
ladislaw	3	100.0
meaninglessly	-3	100.0
persuade	0	53.8461538462
oversophisticated	-3	100.0
streep	2	85.8407079646
filmnamely	3	100.0
warbles	0	50.0
cybermanesquire	3	100.0
cigarfellatio	-3	100.0
mstied	-3	100.0
bifold	3	100.0
allowances	-1	66.6666666667
faecal	-3	100.0
50thousand	3	100.0
achille	3	100.0
maneater	0	50.0
conduct	-1	60.0
breathiness	-3	100.0
xena	0	52.380952381
ipod	-6	100.0
disney	0	56.1643835616
injections	-1	63.6363636364
pats	-1	66.6666666667
paytons	-3	100.0
yanks	0	50.0
bunkers	-3	100.0
cspr	-3	100.0
stared	-1	65.0
hundreds	0	57.037037037
brobdingnag	3	100.0
warbled	-3	100.0
pate	6	100.0
smokin	6	100.0
orthodoxs	-3	100.0
path	0	62.0481927711
stares	-1	60.7142857143
thanbr	-3	100.0
orthodoxy	-3	100.0
reversals	1	71.4285714286
connoisseur	-1	77.7777777778
auction	0	54.5454545455
35th	-3	100.0
proportioned	-3	100.0
humansviolating	-3	100.0
largerthanlife	1	71.4285714286
voicebreathy	3	100.0
generall	3	100.0
agrippina	-6	100.0
coronal	0	50.0
vacations	0	60.0
gion	3	100.0
kawamori	3	100.0
szenes	-3	100.0
spinechillingly	-3	100.0
touchdowns	-3	100.0
loveless	0	61.5384615385
visibly	0	53.3333333333
mowan	6	100.0
legaliciuos	3	100.0
visible	-1	64.8648648649
sympathise	0	64.2857142857
supersecretalphaone	-3	100.0
classrelated	3	100.0
discrepancies	-1	66.6666666667
m4	-3	100.0
m6	-3	100.0
bullethole	-3	100.0
bonisseur	3	100.0
zlotoff	-3	100.0
kidfriendly	3	100.0
extremebr	-3	100.0
stationsmasters	3	100.0
zaldy	-3	100.0
winterburn	3	100.0
technothrillers	0	50.0
chucking	-3	100.0
reymars	3	100.0
varsity	-6	100.0
60yr	-3	100.0
casualties	0	65.2173913043
tongueless	-3	100.0
me	0	52.9406229416
md	0	69.2307692308
mg	0	50.0
mf	3	100.0
ma	0	57.8125
mc	0	68.75
mb	1	75.0
mm	0	50.0
joergen	-3	100.0
merhige	1	75.0
mn	-3	100.0
mi	1	76.9230769231
mk	3	100.0
mj	-1	66.6666666667
mt	0	57.1428571429
exdrug	0	50.0
mp	0	66.6666666667
ms	0	53.1722054381
mr	0	55.2949538024
audiencegrabber	3	100.0
harlins	-2	83.3333333333
my	0	51.7733950166
torrelson	-3	100.0
quarrel	1	76.9230769231
mnemonic	3	100.0
americanaccented	3	100.0
pontecorvo	3	100.0
joyous	1	78.9473684211
rockoff	3	100.0
wetlooking	-3	100.0
mulhares	-3	100.0
diahann	2	80.0
lovestorygonebad	3	100.0
producerdirector	-2	87.5
tubthumper	3	100.0
end	0	51.2149879429
kadaj	-3	100.0
eno	0	66.6666666667
astronomers	0	66.6666666667
halfbad	-1	75.0
hawkmy	3	100.0
rancidly	-3	100.0
charging	0	57.1428571429
