word	postive count	negative count	totalscore	accuracy
actresses	0	1	-1	1.0
casting	0	2	-2	1.0
breaks	2	0	2	1.0
cultural	1	1	0	0.5
judge	2	3	-1	0.6
burnt	2	0	2	1.0
apart	1	0	1	1.0
appearing	3	2	1	0.6
brutality	1	0	1	1.0
hunt	4	0	4	1.0
50	1	0	1	1.0
beatenup	1	0	1	1.0
specific	1	0	1	1.0
officer	1	1	0	0.5
serbian	1	0	1	1.0
hung	0	1	-1	1.0
proudly	0	1	-1	1.0
jennifer	0	1	-1	1.0
sponge	0	1	-1	1.0
clubs	1	0	1	1.0
everbody	1	0	1	1.0
displeasure	0	1	-1	1.0
escape	2	0	2	1.0
dirtying	0	1	-1	1.0
herrisks	0	1	-1	1.0
ice	1	0	1	1.0
everything	7	3	4	0.7
sachetti	1	0	1	1.0
christmas	1	2	-1	0.666666666667
corn	1	1	0	0.5
featurelength	2	0	2	1.0
idolized	1	0	1	1.0
inflections	0	1	-1	1.0
asimov	1	0	1	1.0
attacks	1	1	0	0.5
saphead	1	0	1	1.0
dinner	1	0	1	1.0
plus	3	2	1	0.6
civil	0	2	-2	1.0
puzzle	1	0	1	1.0
bath	0	1	-1	1.0
accomplishments	0	1	-1	1.0
bats	0	2	-2	1.0
nunez	1	0	1	1.0
interlopers	1	0	1	1.0
montano	1	0	1	1.0
stuck	0	3	-3	1.0
anderson	0	1	-1	1.0
fought	1	0	1	1.0
crews	1	0	1	1.0
questionable	1	0	1	1.0
intolerance	4	0	4	1.0
head	7	4	3	0.636363636364
heat	5	0	5	1.0
hear	5	3	2	0.625
admiration	2	0	2	1.0
versions	6	0	6	1.0
muster	0	1	-1	1.0
heartwarming	2	0	2	1.0
kitschy	1	0	1	1.0
trio	1	1	0	0.5
shines	1	0	1	1.0
trip	6	5	1	0.545454545455
identified	0	1	-1	1.0
willingly	1	0	1	1.0
nj	1	0	1	1.0
faithful	1	1	0	0.5
no	38	38	0	0.5
commercials	0	2	-2	1.0
when	45	32	13	0.584415584416
piffle	1	0	1	1.0
tim	1	0	1	1.0
setting	2	0	2	1.0
unbalanced	0	1	-1	1.0
eternity	1	1	0	0.5
picture	15	1	14	0.9375
perversity	0	1	-1	1.0
sexmaniac	1	0	1	1.0
flushed	0	1	-1	1.0
faster	0	1	-1	1.0
bullet	0	1	-1	1.0
vietnam	3	0	3	1.0
ron	0	3	-3	1.0
affair	0	2	-2	1.0
rob	2	1	1	0.666666666667
mcdonaldland	0	1	-1	1.0
rod	0	1	-1	1.0
focus	0	2	-2	1.0
livelihood	1	0	1	1.0
leads	3	5	-2	0.625
roy	2	1	1	0.666666666667
marion	0	2	-2	1.0
displaying	1	0	1	1.0
1943	1	0	1	1.0
1946	1	0	1	1.0
contemplating	1	0	1	1.0
1945	0	1	-1	1.0
environment	1	0	1	1.0
charge	0	2	-2	1.0
promoting	0	1	-1	1.0
discovering	1	0	1	1.0
advantage	1	0	1	1.0
knoks	0	1	-1	1.0
mariscal	0	1	-1	1.0
heston	5	0	5	1.0
level	2	2	0	0.5
philippines	1	0	1	1.0
brother	6	4	2	0.6
culminating	1	0	1	1.0
quick	0	1	-1	1.0
movie	110	107	3	0.506912442396
says	4	1	3	0.8
roadshow	0	1	-1	1.0
invaded	1	0	1	1.0
takeoff	1	0	1	1.0
fear	2	0	2	1.0
irritated	1	0	1	1.0
stressful	1	0	1	1.0
stately	0	1	-1	1.0
sappho	1	0	1	1.0
contracted	1	0	1	1.0
agrees	1	0	1	1.0
goes	5	10	-5	0.666666666667
reply	1	0	1	1.0
scripted	1	0	1	1.0
nihilists	1	0	1	1.0
water	2	3	-1	0.6
fluke	1	0	1	1.0
witch	1	1	0	0.5
avenging	0	1	-1	1.0
sheriff	6	2	4	0.75
thirty	0	3	-3	1.0
weird	2	0	2	1.0
halperin	0	1	-1	1.0
humour	3	1	2	0.75
shelley	1	0	1	1.0
handled	0	1	-1	1.0
backandforth	0	1	-1	1.0
sports	0	1	-1	1.0
memory	2	0	2	1.0
australian	2	0	2	1.0
today	6	2	4	0.75
altar	0	1	-1	1.0
dismal	1	0	1	1.0
cases	0	1	-1	1.0
beery	1	0	1	1.0
halfcomedy	1	0	1	1.0
local	3	0	3	1.0
judy	1	0	1	1.0
laughter	3	0	3	1.0
slightest	0	1	-1	1.0
numbers	3	1	2	0.75
streak	1	0	1	1.0
manchus	0	1	-1	1.0
performer	1	0	1	1.0
figure	0	2	-2	1.0
counting	1	0	1	1.0
dress	1	0	1	1.0
watching	14	11	3	0.56
1	3	8	-5	0.727272727273
sundance	2	0	2	1.0
fourth	1	0	1	1.0
genocide	0	2	-2	1.0
speaks	2	1	1	0.666666666667
begs	0	1	-1	1.0
unbelievable	3	3	0	0.5
information	2	0	2	1.0
insecurities	1	0	1	1.0
crashed	0	1	-1	1.0
birthday	0	1	-1	1.0
succeeded	2	0	2	1.0
inform	1	0	1	1.0
gerard	1	0	1	1.0
imagining	1	0	1	1.0
mainly	0	2	-2	1.0
motions	0	1	-1	1.0
westerners	1	0	1	1.0
blocked	0	1	-1	1.0
apes	0	1	-1	1.0
likeability	0	1	-1	1.0
platform	1	0	1	1.0
offers	2	0	2	1.0
munchie	0	4	-4	1.0
happened	2	5	-3	0.714285714286
devastated	0	1	-1	1.0
onesided	2	0	2	1.0
momo	1	0	1	1.0
occult	1	1	0	0.5
term	2	0	2	1.0
name	5	2	3	0.714285714286
advent	1	0	1	1.0
realistic	9	2	7	0.818181818182
nodding	1	0	1	1.0
realise	1	1	0	0.5
realism	1	0	1	1.0
populated	0	1	-1	1.0
farewell	1	0	1	1.0
authenticity	1	0	1	1.0
obsession	1	0	1	1.0
klimovsky	0	1	-1	1.0
intended	1	0	1	1.0
ultimately	2	1	1	0.666666666667
factors	1	0	1	1.0
tensions	0	1	-1	1.0
uncannily	0	1	-1	1.0
treading	1	0	1	1.0
attracted	2	0	2	1.0
eagle	3	0	3	1.0
attended	2	0	2	1.0
bolts	0	1	-1	1.0
satanic	0	1	-1	1.0
previews	1	0	1	1.0
impose	0	1	-1	1.0
motion	2	1	1	0.666666666667
hypnosis	2	0	2	1.0
yum	0	1	-1	1.0
fetched	1	0	1	1.0
surviving	0	1	-1	1.0
waves	1	0	1	1.0
huttner	1	0	1	1.0
katina	1	0	1	1.0
george	1	1	0	0.5
rented	1	2	-1	0.666666666667
peddler	0	1	-1	1.0
given	4	8	-4	0.666666666667
seibert	0	1	-1	1.0
germanamerican	1	0	1	1.0
terrifying	3	0	3	1.0
convention	0	1	-1	1.0
white	8	5	3	0.615384615385
gives	5	4	1	0.555555555556
exploring	0	1	-1	1.0
cope	1	0	1	1.0
revue	0	1	-1	1.0
season	0	1	-1	1.0
cops	1	3	-2	0.75
alas	3	2	1	0.6
eyeopening	1	0	1	1.0
pathogens	2	0	2	1.0
shirley	0	1	-1	1.0
copy	7	0	7	1.0
population	1	0	1	1.0
wide	1	0	1	1.0
unfortunately	0	5	-5	1.0
diplomatic	1	0	1	1.0
r	0	1	-1	1.0
poisoning	1	0	1	1.0
and	483	331	152	0.593366093366
suspense	2	2	0	0.5
rent	4	4	0	0.5
sells	0	1	-1	1.0
any	23	27	-4	0.54
marathon	0	2	-2	1.0
mourners	0	1	-1	1.0
ideas	2	0	2	1.0
ideal	0	2	-2	1.0
therefor	0	1	-1	1.0
gleason	0	1	-1	1.0
commonplace	0	1	-1	1.0
multiple	1	1	0	0.5
clearer	1	0	1	1.0
falls	1	3	-2	0.75
visitors	1	0	1	1.0
considered	2	0	2	1.0
proud	2	1	1	0.666666666667
hungry	1	0	1	1.0
prestar	1	0	1	1.0
uncle	2	0	2	1.0
senior	1	0	1	1.0
detective	1	3	-2	0.75
cheat	1	0	1	1.0
hack	0	1	-1	1.0
landis	0	1	-1	1.0
nadir	0	1	-1	1.0
true	8	1	7	0.888888888889
state	7	0	7	1.0
crime	2	1	1	0.666666666667
explicitly	1	0	1	1.0
believing	0	1	-1	1.0
partake	0	1	-1	1.0
transfusions	2	0	2	1.0
boyle	1	0	1	1.0
begging	1	0	1	1.0
lighter	1	0	1	1.0
neither	2	2	0	0.5
freaking	1	0	1	1.0
closure	1	1	0	0.5
reveal	0	1	-1	1.0
dramas	1	0	1	1.0
naked	2	5	-3	0.714285714286
jokes	1	3	-2	0.75
reveals	0	1	-1	1.0
imposing	0	1	-1	1.0
connections	1	0	1	1.0
1921	2	0	2	1.0
college	2	4	-2	0.666666666667
fails	0	3	-3	1.0
detect	1	0	1	1.0
crooked	1	0	1	1.0
review	1	1	0	0.5
its	71	34	37	0.67619047619
weapons	1	0	1	1.0
outside	2	2	0	0.5
surfaced	1	0	1	1.0
duchovny	1	1	0	0.5
wouldve	1	3	-2	0.75
arrival	1	0	1	1.0
outguns	0	1	-1	1.0
27	1	0	1	1.0
bigtime	1	0	1	1.0
come	8	5	3	0.615384615385
reaction	1	1	0	0.5
wanders	1	1	0	0.5
popeil	0	1	-1	1.0
successes	1	0	1	1.0
region	1	0	1	1.0
priests	2	2	0	0.5
quiet	1	1	0	0.5
senator	1	0	1	1.0
duty	1	0	1	1.0
cabal	1	0	1	1.0
afterwards	2	0	2	1.0
pov	1	1	0	0.5
period	2	2	0	0.5
insist	1	0	1	1.0
resentment	1	0	1	1.0
satisfaction	1	0	1	1.0
pole	0	2	-2	1.0
64	1	0	1	1.0
bizarre	1	1	0	0.5
runaway	0	1	-1	1.0
turkey	3	0	3	1.0
howard	1	3	-2	0.75
filmmakers	3	1	2	0.75
coupe	1	0	1	1.0
jon	0	1	-1	1.0
peaceful	1	0	1	1.0
featuring	0	3	-3	1.0
peaking	0	1	-1	1.0
robbed	0	1	-1	1.0
andres	1	0	1	1.0
andrew	1	0	1	1.0
tiger	0	2	-2	1.0
mocking	1	0	1	1.0
standup	1	0	1	1.0
ferrell	1	1	0	0.5
spirit	1	2	-1	0.666666666667
protocols	0	1	-1	1.0
pilot	0	1	-1	1.0
case	1	6	-5	0.857142857143
illadvised	1	0	1	1.0
myself	5	2	3	0.714285714286
nothingness	2	0	2	1.0
rhymes	1	0	1	1.0
cast	6	9	-3	0.6
abducted	0	1	-1	1.0
cuckolded	1	0	1	1.0
granted	1	0	1	1.0
reminded	1	0	1	1.0
check	0	1	-1	1.0
shifts	1	0	1	1.0
buys	1	1	0	0.5
events	6	0	6	1.0
week	2	0	2	1.0
palmas	1	0	1	1.0
producers	1	5	-4	0.833333333333
boothe	2	0	2	1.0
changing	2	0	2	1.0
cartoon	2	2	0	0.5
atkins	0	1	-1	1.0
longing	1	0	1	1.0
eerie	0	1	-1	1.0
magical	1	0	1	1.0
without	6	8	-2	0.571428571429
desolate	1	0	1	1.0
plotline	1	0	1	1.0
tip	0	1	-1	1.0
actress	1	0	1	1.0
lavish	2	0	2	1.0
violent	1	2	-1	0.666666666667
kill	1	8	-7	0.888888888889
rewatch	0	1	-1	1.0
kneeling	1	0	1	1.0
captured	1	0	1	1.0
blow	1	0	1	1.0
feminist	1	0	1	1.0
seems	11	12	-1	0.521739130435
except	3	0	3	1.0
lets	3	1	2	0.75
association	0	1	-1	1.0
15minute	1	0	1	1.0
kingdom	2	0	2	1.0
kills	1	3	-2	0.75
kirby	0	1	-1	1.0
dragstrip	0	1	-1	1.0
test	2	0	2	1.0
predetermined	0	1	-1	1.0
accepted	3	0	3	1.0
acute	1	0	1	1.0
kennedy	1	0	1	1.0
patrick	1	1	0	0.5
buddies	0	1	-1	1.0
reduced	1	0	1	1.0
psychosadistic	0	1	-1	1.0
keitel	0	1	-1	1.0
pacific	1	0	1	1.0
cowboys	2	0	2	1.0
provided	2	0	2	1.0
prolific	1	0	1	1.0
unbelief	1	0	1	1.0
stops	1	1	0	0.5
moon	0	2	-2	1.0
nutty	1	0	1	1.0
oneliners	1	1	0	0.5
nails	0	2	-2	1.0
communicate	2	0	2	1.0
royals	1	0	1	1.0
terrified	0	1	-1	1.0
resurrection	1	0	1	1.0
stereotypes	1	0	1	1.0
on	125	76	49	0.621890547264
subdued	0	1	-1	1.0
ok	0	4	-4	1.0
oh	2	5	-3	0.714285714286
of	506	307	199	0.622386223862
cude	0	1	-1	1.0
tarkovsky	1	0	1	1.0
oz	1	0	1	1.0
oy	1	0	1	1.0
brainblasting	1	0	1	1.0
or	62	46	16	0.574074074074
ladies	2	0	2	1.0
communication	1	0	1	1.0
cursed	2	0	2	1.0
determine	1	0	1	1.0
feudal	1	0	1	1.0
strictly	0	3	-3	1.0
there	44	25	19	0.63768115942
racism	0	1	-1	1.0
racist	0	1	-1	1.0
energy	1	0	1	1.0
morrison	0	1	-1	1.0
forbade	1	0	1	1.0
tranquility	1	0	1	1.0
ended	0	2	-2	1.0
aldas	0	1	-1	1.0
promote	0	1	-1	1.0
pygmies	0	3	-3	1.0
grasp	1	0	1	1.0
sleazy	0	1	-1	1.0
chaplin	2	0	2	1.0
toilet	0	2	-2	1.0
taylor	2	0	2	1.0
contributors	1	0	1	1.0
cinema	3	2	1	0.6
frighten	0	1	-1	1.0
cbs	1	0	1	1.0
britain	1	0	1	1.0
politics	1	0	1	1.0
incorrect	1	1	0	0.5
abyss	1	0	1	1.0
stumbled	1	0	1	1.0
hasnt	1	1	0	0.5
krug	1	0	1	1.0
5	4	4	0	0.5
pappy	1	0	1	1.0
dismayed	1	0	1	1.0
separate	2	0	2	1.0
includes	1	3	-2	0.75
lovers	1	3	-2	0.75
cb4	1	0	1	1.0
included	2	0	2	1.0
brass	0	1	-1	1.0
assassins	0	1	-1	1.0
applause	1	0	1	1.0
calls	0	1	-1	1.0
wife	8	5	3	0.615384615385
odds	1	1	0	0.5
directors	2	1	1	0.666666666667
missouri	2	0	2	1.0
songs	0	1	-1	1.0
all	61	49	12	0.554545454545
chinese	0	1	-1	1.0
lack	2	0	2	1.0
oncemoribund	1	0	1	1.0
spacecraft	0	1	-1	1.0
follow	2	2	0	0.5
glimpse	2	0	2	1.0
apartment	1	0	1	1.0
catastrophe	1	0	1	1.0
acting	9	7	2	0.5625
opportunities	1	0	1	1.0
program	3	0	3	1.0
siblings	0	2	-2	1.0
presentation	1	0	1	1.0
activities	1	0	1	1.0
woman	6	3	3	0.666666666667
unsatisfying	0	1	-1	1.0
worse	0	3	-3	1.0
song	2	2	0	0.5
far	7	3	4	0.7
fat	1	1	0	0.5
sons	1	0	1	1.0
fan	1	2	-1	0.666666666667
ticket	0	1	-1	1.0
gangly	1	0	1	1.0
sentimental	0	1	-1	1.0
documented	0	1	-1	1.0
lisp	0	1	-1	1.0
list	3	0	3	1.0
undone	1	0	1	1.0
fluent	1	0	1	1.0
lisa	1	1	0	0.5
flick	2	3	-1	0.6
ten	0	2	-2	1.0
louvre	1	0	1	1.0
tea	0	3	-3	1.0
ted	0	1	-1	1.0
rate	1	2	-1	0.666666666667
ticky	0	1	-1	1.0
sue	0	1	-1	1.0
sub	1	0	1	1.0
sun	7	0	7	1.0
sum	0	1	-1	1.0
brief	0	1	-1	1.0
overload	0	1	-1	1.0
version	11	5	6	0.6875
kindof	1	0	1	1.0
guns	0	3	-3	1.0
scowling	1	0	1	1.0
christian	0	4	-4	1.0
certainly	5	1	4	0.833333333333
antiguo	0	1	-1	1.0
hopelessness	1	0	1	1.0
compressed	0	1	-1	1.0
directions	1	0	1	1.0
epitome	1	0	1	1.0
tragedy	2	0	2	1.0
unfoldings	1	0	1	1.0
allows	2	2	0	0.5
anjos	1	0	1	1.0
horrified	0	2	-2	1.0
schtick	0	1	-1	1.0
sticking	0	1	-1	1.0
suddenly	1	2	-1	0.666666666667
screens	0	1	-1	1.0
1907	1	0	1	1.0
rko	0	1	-1	1.0
proceed	0	1	-1	1.0
unthinkable	1	0	1	1.0
flat	0	1	-1	1.0
flaw	1	2	-1	0.666666666667
knows	1	3	-2	0.75
waxed	0	1	-1	1.0
flay	1	0	1	1.0
mira	0	1	-1	1.0
stick	0	1	-1	1.0
glam	1	0	1	1.0
known	5	3	2	0.625
hypnotherapy	0	1	-1	1.0
v	0	3	-3	1.0
needing	0	1	-1	1.0
atrocious	0	1	-1	1.0
pond	1	0	1	1.0
influenced	1	0	1	1.0
goal	1	0	1	1.0
desperation	2	0	2	1.0
rather	10	4	6	0.714285714286
breaking	2	0	2	1.0
sportage	0	1	-1	1.0
speeding	0	1	-1	1.0
explains	1	0	1	1.0
shouldnt	0	2	-2	1.0
okay	0	4	-4	1.0
610	1	0	1	1.0
reflect	0	1	-1	1.0
sven	0	1	-1	1.0
lighting	0	1	-1	1.0
adventure	1	0	1	1.0
cults	1	0	1	1.0
short	5	2	3	0.714285714286
andrenaline	0	1	-1	1.0
susan	0	1	-1	1.0
prefers	0	1	-1	1.0
climaxes	1	0	1	1.0
encased	0	1	-1	1.0
essence	2	0	2	1.0
eludes	1	0	1	1.0
mission	0	1	-1	1.0
disabled	1	0	1	1.0
outraged	1	0	1	1.0
isnt	3	4	-1	0.571428571429
scientist	0	1	-1	1.0
style	7	1	6	0.875
pray	1	1	0	0.5
strange	10	3	7	0.769230769231
stephen	0	2	-2	1.0
might	8	10	-2	0.555555555556
alter	1	0	1	1.0
return	2	4	-2	0.666666666667
eulogy	1	0	1	1.0
hunter	1	2	-1	0.666666666667
videotaped	1	0	1	1.0
unusable	0	1	-1	1.0
milestone	1	0	1	1.0
videotapes	1	0	1	1.0
bigger	0	1	-1	1.0
instructions	1	0	1	1.0
friendship	2	0	2	1.0
generation	1	0	1	1.0
expect	1	2	-1	0.666666666667
doublevision	0	1	-1	1.0
scratching	1	0	1	1.0
organised	1	0	1	1.0
soapoperas	1	0	1	1.0
lola	2	0	2	1.0
realising	0	1	-1	1.0
wondered	1	1	0	0.5
lolo	0	1	-1	1.0
hill	1	0	1	1.0
paradise	2	0	2	1.0
induced	2	0	2	1.0
deadend	1	0	1	1.0
friday	1	1	0	0.5
forgive	0	1	-1	1.0
guest	0	1	-1	1.0
nightly	0	1	-1	1.0
thread	1	1	0	0.5
prejudice	1	0	1	1.0
threat	2	0	2	1.0
consequence	1	0	1	1.0
feed	1	3	-2	0.75
feel	9	3	6	0.75
radical	1	0	1	1.0
traveled	1	0	1	1.0
feet	1	2	-1	0.666666666667
sympathy	1	0	1	1.0
brave	1	1	0	0.5
colombia	0	1	-1	1.0
blank	1	0	1	1.0
bland	0	1	-1	1.0
download	1	0	1	1.0
corporal	0	1	-1	1.0
story	41	25	16	0.621212121212
temperature	0	1	-1	1.0
script	1	3	-2	0.75
leading	2	1	1	0.666666666667
interviews	0	1	-1	1.0
hangs	0	1	-1	1.0
endearing	0	1	-1	1.0
passed	5	2	3	0.714285714286
store	1	2	-1	0.666666666667
gleefully	1	0	1	1.0
hotel	2	0	2	1.0
imprinted	1	0	1	1.0
filmic	0	1	-1	1.0
rifle	2	1	1	0.666666666667
convinced	1	1	0	0.5
uncut	1	0	1	1.0
king	4	5	-1	0.555555555556
kind	11	6	5	0.647058823529
risks	3	1	2	0.75
dana	0	1	-1	1.0
cleaner	1	0	1	1.0
storytelling	2	0	2	1.0
igor	1	0	1	1.0
kline	0	1	-1	1.0
bigelow	0	1	-1	1.0
efx	1	0	1	1.0
nights	0	1	-1	1.0
rochester	1	0	1	1.0
sorvinos	0	1	-1	1.0
tempest	1	0	1	1.0
clovis	0	4	-4	1.0
finding	3	0	3	1.0
populous	1	0	1	1.0
buff	1	0	1	1.0
electric	0	2	-2	1.0
park	1	0	1	1.0
react	0	2	-2	1.0
73	1	0	1	1.0
72	1	0	1	1.0
enduring	1	0	1	1.0
sandra	1	0	1	1.0
nothing	3	6	-3	0.666666666667
screenwriter	1	0	1	1.0
stands	2	0	2	1.0
traditional	1	0	1	1.0
forerunner	1	0	1	1.0
deans	1	0	1	1.0
notch	1	1	0	0.5
stones	1	0	1	1.0
excessive	1	0	1	1.0
plantage	2	0	2	1.0
testicles	1	0	1	1.0
derry	0	1	-1	1.0
stairs	1	0	1	1.0
savannah	0	1	-1	1.0
fulci	1	0	1	1.0
his	103	71	32	0.591954022989
triangle	1	0	1	1.0
multimillionaire	1	0	1	1.0
amick	0	1	-1	1.0
shared	2	2	0	0.5
him	35	18	17	0.660377358491
fallible	1	0	1	1.0
nacion	0	1	-1	1.0
cartoons	2	1	1	0.666666666667
baroque	1	0	1	1.0
wrote	3	1	2	0.75
art	3	0	3	1.0
bart	0	1	-1	1.0
gawd	0	1	-1	1.0
intelligence	1	0	1	1.0
bare	0	1	-1	1.0
are	99	64	35	0.60736196319
arm	1	0	1	1.0
declined	0	1	-1	1.0
learns	3	0	3	1.0
blurs	0	1	-1	1.0
various	1	2	-1	0.666666666667
secretly	0	1	-1	1.0
jasmin	0	1	-1	1.0
corruption	1	0	1	1.0
recently	1	0	1	1.0
sold	1	1	0	0.5
attention	3	0	3	1.0
competent	1	0	1	1.0
matteifulcicut	1	0	1	1.0
license	0	1	-1	1.0
sibrel	0	1	-1	1.0
became	4	1	3	0.8
context	2	0	2	1.0
baseball	1	0	1	1.0
bond	0	2	-2	1.0
finds	5	5	0	0.5
reasons	2	0	2	1.0
sweet	0	2	-2	1.0
weasel	1	0	1	1.0
village	1	1	0	0.5
trce	1	0	1	1.0
duh	0	1	-1	1.0
nominee	1	0	1	1.0
mulgrew	0	1	-1	1.0
dud	0	1	-1	1.0
due	2	0	2	1.0
whos	4	1	3	0.8
whom	5	2	3	0.714285714286
pa	2	0	2	1.0
pg	0	2	-2	1.0
1950s	0	3	-3	1.0
misbehaving	0	1	-1	1.0
instructor	0	1	-1	1.0
georgia	2	0	2	1.0
carachters	1	0	1	1.0
behavior	5	0	5	1.0
mordant	0	1	-1	1.0
theres	8	10	-2	0.555555555556
demon	0	3	-3	1.0
broklynese	2	0	2	1.0
rid	1	0	1	1.0
anguish	1	0	1	1.0
ethnicity	1	0	1	1.0
widely	2	0	2	1.0
peoples	2	1	1	0.666666666667
esteemed	0	1	-1	1.0
daughters	1	0	1	1.0
higher	4	1	3	0.8
flows	1	0	1	1.0
moving	3	2	1	0.6
built	0	1	-1	1.0
anybody	2	0	2	1.0
analysis	1	2	-1	0.666666666667
edge	0	1	-1	1.0
inspirational	2	0	2	1.0
aways	0	1	-1	1.0
know	25	16	9	0.609756097561
questions	5	1	4	0.833333333333
retired	1	0	1	1.0
prince	1	0	1	1.0
kimberlyclark	1	0	1	1.0
workers	1	1	0	0.5
likeable	0	2	-2	1.0
exclusively	0	1	-1	1.0
plateau	1	0	1	1.0
townsfolk	1	1	0	0.5
complains	1	0	1	1.0
bayonne	1	0	1	1.0
entangled	1	0	1	1.0
confront	2	0	2	1.0
ignore	0	1	-1	1.0
arthur	0	2	-2	1.0
essential	2	0	2	1.0
understood	0	1	-1	1.0
wonderland	0	1	-1	1.0
canadians	0	1	-1	1.0
gradually	1	0	1	1.0
innovation	1	0	1	1.0
anne	1	0	1	1.0
jumpy	2	0	2	1.0
jumps	1	2	-1	0.666666666667
refused	0	1	-1	1.0
zombie	0	3	-3	1.0
wooofff	0	1	-1	1.0
refuses	1	0	1	1.0
jetson	1	0	1	1.0
hogwash	0	1	-1	1.0
ordeal	0	1	-1	1.0
brooklyn	1	0	1	1.0
range	1	0	1	1.0
hatred	1	0	1	1.0
fluttering	1	0	1	1.0
youthful	2	0	2	1.0
credible	2	0	2	1.0
shed	4	0	4	1.0
because	27	19	8	0.586956521739
parton	0	1	-1	1.0
eyecandy	1	0	1	1.0
question	4	8	-4	0.666666666667
fast	1	1	0	0.5
signified	1	2	-1	0.666666666667
melodic	1	0	1	1.0
mundane	1	0	1	1.0
criteria	1	0	1	1.0
repeatedly	0	2	-2	1.0
junior	1	0	1	1.0
4ever	1	0	1	1.0
ands	1	0	1	1.0
guyana	1	0	1	1.0
sullies	0	1	-1	1.0
called	5	1	4	0.833333333333
associated	1	1	0	0.5
kathryn	0	1	-1	1.0
warning	1	0	1	1.0
119	1	0	1	1.0
nick	1	0	1	1.0
parlor	0	1	-1	1.0
income	0	1	-1	1.0
nice	3	4	-1	0.571428571429
problems	1	1	0	0.5
breasts	0	1	-1	1.0
develops	0	1	-1	1.0
allowing	2	0	2	1.0
posters	1	0	1	1.0
suffers	1	0	1	1.0
happier	1	0	1	1.0
vice	1	0	1	1.0
lovemaking	1	0	1	1.0
narrative	1	0	1	1.0
international	3	0	3	1.0
insted	0	1	-1	1.0
once	9	6	3	0.6
greenaways	0	1	-1	1.0
lean	1	0	1	1.0
alien	1	4	-3	0.8
epitomized	1	0	1	1.0
gang	0	2	-2	1.0
winds	1	0	1	1.0
issues	1	1	0	0.5
cruiser	0	1	-1	1.0
disposal	0	1	-1	1.0
itll	1	0	1	1.0
include	1	1	0	0.5
fences	1	1	0	0.5
sniper	0	2	-2	1.0
breathing	0	1	-1	1.0
wished	2	0	2	1.0
wishes	1	0	1	1.0
drinking	0	1	-1	1.0
halfmockumentary	1	0	1	1.0
notes	2	0	2	1.0
deals	2	0	2	1.0
reappearing	0	1	-1	1.0
comlex	1	0	1	1.0
noted	1	0	1	1.0
gripping	0	1	-1	1.0
wrestling	2	0	2	1.0
claudio	1	0	1	1.0
traveling	2	0	2	1.0
plead	0	1	-1	1.0
acid	1	1	0	0.5
makers	1	1	0	0.5
folk	1	0	1	1.0
uncharming	0	1	-1	1.0
unavailable	0	1	-1	1.0
palminteri	0	1	-1	1.0
waiting	2	1	1	0.666666666667
chose	1	0	1	1.0
pushing	0	1	-1	1.0
desired	1	0	1	1.0
explore	1	0	1	1.0
slates	1	0	1	1.0
sexy	2	1	1	0.666666666667
larger	2	0	2	1.0
shades	1	0	1	1.0
calvin	2	0	2	1.0
leaving	2	1	1	0.666666666667
suggests	2	1	1	0.666666666667
armpit	0	1	-1	1.0
humperdink	1	0	1	1.0
lighthearted	0	1	-1	1.0
apple	1	0	1	1.0
spy	0	1	-1	1.0
forbid	0	2	-2	1.0
improbable	1	1	0	0.5
cataclysms	1	0	1	1.0
goldeneye	1	0	1	1.0
boasts	0	1	-1	1.0
ape	0	1	-1	1.0
fed	0	1	-1	1.0
from	81	45	36	0.642857142857
hippie	0	1	-1	1.0
usa	0	1	-1	1.0
gere	4	0	4	1.0
few	14	10	4	0.583333333333
depicted	2	1	1	0.666666666667
examination	1	1	0	0.5
timetable	1	0	1	1.0
possession	2	0	2	1.0
verite	0	1	-1	1.0
fullframe	0	1	-1	1.0
heir	1	0	1	1.0
infection	0	1	-1	1.0
faultless	1	0	1	1.0
ural	0	1	-1	1.0
women	7	13	-6	0.65
slaps	1	0	1	1.0
getting	7	3	4	0.7
anywhere	0	1	-1	1.0
proof	1	2	-1	0.666666666667
bittersweet	1	0	1	1.0
tap	1	0	1	1.0
flaring	1	0	1	1.0
villain	0	3	-3	1.0
hilton	0	1	-1	1.0
something	20	7	13	0.740740740741
letsripoff	1	0	1	1.0
serial	4	1	3	0.8
rape	0	3	-3	1.0
united	0	2	-2	1.0
sit	2	2	0	0.5
six	0	1	-1	1.0
slovenian	1	0	1	1.0
stewardship	0	1	-1	1.0
moods	1	0	1	1.0
japs	1	0	1	1.0
brian	1	1	0	0.5
cholera	1	0	1	1.0
instead	6	7	-1	0.538461538462
sin	1	0	1	1.0
tension	0	2	-2	1.0
attend	0	1	-1	1.0
unforgivable	0	1	-1	1.0
normalcy	1	0	1	1.0
abuse	0	1	-1	1.0
getgo	1	0	1	1.0
psychedelic	0	1	-1	1.0
herold	1	0	1	1.0
light	6	2	4	0.75
interrupted	1	0	1	1.0
wwii	1	3	-2	0.75
honestly	0	1	-1	1.0
selfinflicted	1	0	1	1.0
preparing	2	1	1	0.666666666667
whilst	5	2	3	0.714285714286
looks	3	5	-2	0.625
superior	1	0	1	1.0
nostalgic	1	1	0	0.5
tyler	0	1	-1	1.0
contemplative	1	0	1	1.0
choose	1	1	0	0.5
covered	2	0	2	1.0
freely	0	1	-1	1.0
defining	2	0	2	1.0
bumbling	1	0	1	1.0
